"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57"
"Folic.Acid.synthesis.inhibitor",1.1229213720449,-8.22015800320213,-1.54939199631695,3.39862591902678,-12.3005154034477,-14.9940882245641,-7.37505207600937,12.6808404862138,0.792865932949616,-7.68933085367062,-2.95467030196346,-3.47748578180996,-9.75083721014468,4.7158003613261,-2.54889299636084,-2.87150934724362,-7.21160630476775,-4.41966441993126,0.564320386881117,-7.66230640551118,-2.22111616520606,6.87172341223653,2.37033210593312,8.01850905015608,3.82692512272984,-1.24387858721685,-0.777845732603976,2.3265506857051,-8.27556416649741,4.15411170892084,-3.85063688203235,0.580176152093482,-1.39104573910048,-0.242418941439791,2.69606725364724,-1.04498046293743,2.86205479539351,-5.44901967661319,-3.79293527187401,-3.86227561837445,0.804709121046586,2.31633991137171,5.84041470327683,-0.382854544833845,0.933466973047315,-5.19979907482285,1.91280181863157,0.572581319075951,1.22964893714275,0.958479134780233,-0.133847049694423,1.05890122512652,-2.90880764698418,-0.703233083887648,-0.999633921833403,-1.29390280413964,-2.01671361901856e-14
"control.2",-25.3602174174146,-12.6686552025835,-8.86614360250102,2.44371521556623,-7.87055505634384,9.8499465234038,4.77191445023496,9.52056196001852,-7.59983078429987,1.24676404740399,-2.02620016730374,3.30823426860562,5.2222047370389,-3.13333434473214,-7.23171433250181,0.596184459375594,-1.37172891658131,0.521782025789715,-4.24300226973758,3.30360310649241,7.82722677308527,-4.85554313578841,-7.21641748716657,-6.65255512382119,-4.43370017593277,0.143418017932746,8.14018242234119,-0.919879121888479,-2.96104361017759,5.96292858154121,-9.01626653063646,-0.230219806349521,2.23579467246221,0.37943791279136,-0.560652685011592,2.2877476269104,-2.44637580914908,-2.39496586748185,-2.3313111080765,1.61069728083755,7.88198652541347,1.38718289888245,4.29078072993072,1.0718129937796,-0.260775874241749,-0.401226935235235,1.16932632233197,-3.64116677038723,0.910584065960141,-0.0539166834043071,0.730725923937924,-0.382105980233749,1.99400254429263,-1.81984879773768,-0.162790404244961,0.253414313032638,2.96676881195515e-14
"control.3",-23.1466388987825,-17.2568677093666,-7.84188069657074,0.986397247742094,-8.12484148063311,9.46820225437674,6.76217205717273,11.4959127909515,-7.55454971709782,-0.84470438438061,6.00390539523209,2.9918420375504,3.09734985088371,-3.91205250785516,-5.23961170664497,5.2511768090035,4.29530184082398,3.16782989969137,0.414904610744344,-2.30909596368558,1.70550914586164,-1.2877281727559,-7.23836748335446,0.123188585910458,-0.326567218215146,3.59545124806193,-1.26789270730404,1.68710533770864,-7.09365137960533,-5.01530433526738,-3.02002618062946,1.9333841184377,-4.77333619468309,0.226195954311118,7.86429661209116,-5.9619089364234,-1.63188269532201,4.49604824715881,-0.0494768775745871,4.2010762766154,-4.29509454227212,-4.25109946495055,-2.92302324710702,-2.34368846007135,3.30544072462291,-2.01244522850646,-4.36059168673792,2.25351347140493,2.99637096980193,-0.939417854467736,-0.051705532582274,1.17381251426991,-4.7161098006615,0.263506568344429,0.46564524670118,0.0253330619928234,2.03284654734515e-14
"DNA.damage.1",7.62150433550705,59.3583105284823,17.9958667527792,-47.4336031875056,-9.76782964241232,-0.738329675112044,12.7364572282596,9.00436218746678,10.302993893956,2.17744583349217,-5.03997420331942,6.88320221364997,6.25946028227074,-3.174329080546,3.87546041080884,-4.07521740459639,-3.12102900733268,1.84068777077774,0.253287126073244,1.2860402864376,-5.08176451459831,2.70796055812996,0.932098881292197,-3.19662420936542,-1.87486460022202,2.63403988353785,3.62100843177726,5.32806645654688,0.259841488198176,-1.93011271320489,-4.38528721358855,5.48866129521206,1.18925054134185,-7.96981198565126,-1.42570097240579,-2.29854219138055,8.26009299455057,-0.377718394338648,-0.33260609175166,0.723141436549862,-2.24889220086302,2.82891574068512,-4.33667917453901,3.43133075311315,-0.269361834852197,0.109459562845998,-0.0801992334865051,-1.54511556221908,0.612697483203648,0.74714329590337,-1.34962411097441,0.946867796571256,0.56764741774413,-2.01815570037406,-0.269500258119648,0.163950386858408,-8.87640655422572e-14
"cell.wall.synthesis.inhibitor.5",-19.6571497324356,-20.3848674762697,-2.86328205925883,2.43006219129166,-8.64497983128475,12.6161617909286,5.00489553200779,10.64183600451,-5.8005459691656,3.22574598092868,8.73183051554878,-0.861151459916721,-0.583302144580384,-2.3624573550336,-3.89766723748577,2.63407724418886,2.67443919285459,6.8695223866941,-8.67233360869744,-2.57229527018688,-2.90483275526354,1.3384647149669,-1.97674253107239,1.46939461928928,-1.41248327962622,5.93010086146437,-2.12587344385764,1.97291399218608,3.06440294225252,4.45973435418291,4.98081116600926,-1.32890631437586,-3.42725204404114,-3.58753980878806,-1.93399441788348,2.87866510789273,0.984409563377688,2.46063912712863,-0.322180566752126,-5.5195774343022,-4.65746270155052,2.85008261449763,2.37407418494831,-7.50217972872457,-4.63343734739084,2.97238366715714,3.57987264940904,-2.49906376758649,5.10649332421436,2.15670142173501,-2.98651532743642,-0.386391025506116,2.42154163923823,-0.784037618763488,-0.231142572130027,-0.383311777846591,1.37385762488673e-14
"Protein.synthesis.3",66.2493389152359,11.5809257920553,1.94449550402862,15.9112632352986,0.217656585427593,12.7826453653991,-19.1613862395526,6.27202682689999,3.249664100053,4.23308417913935,4.78968922742643,13.143086446647,6.65500728574465,11.0986702680338,0.393700073418366,-7.1507328610357,7.94627703909947,0.907595792151537,-4.84175515390153,2.19803226461602,-3.14323833300524,3.68072246643249,-1.39595006966605,-0.0377314752486301,2.00573530616275,0.297278769937256,2.21496350200559,3.27507639600145,1.38669562762843,-1.57088369783988,0.773603487583891,-0.6406528225404,4.03179298511668,-1.17621836280018,-0.273399688301438,0.391906828972468,-0.661385411813363,-0.429607118156781,-2.84628721567029,-0.590822460024523,-2.06489594131182,-2.72905045295769,1.94001687436889,-3.69603534675445,1.57711135136,0.51693209628891,0.572809091549305,-5.53047252988511,-5.94393177813467,-1.62540560476682,7.00864543736914,1.0540061305666,-4.85301720013228,-1.19620611511364,-0.153389859661276,0.177370453003309,-3.08620316802344e-14
"DNA.replication.inhibitor.4",-32.0922866820329,113.014451057377,21.4163332591266,49.4207727523236,1.83697936319938,-7.68892963297006,20.225557197103,6.3423259134677,-2.85531710454882,-5.17893102392125,5.62775761591787,0.708598336805872,6.76584577446419,-0.860614862089061,1.54065072265929,14.5028094367914,-1.72906778530615,-6.49376785734634,3.65264222074758,8.23852396401212,-5.69350166630283,5.5090148685911,-2.64886487359497,1.64023420449525,1.62072875708468,-2.56493024295568,3.40674759058785,-0.617282591195565,2.12742552945395,1.49073786233314,1.92743744727161,-1.08279113280282,-2.56686052007842,0.273849080622711,-0.0647242473028276,-0.0398684441023403,-0.925857509680794,-0.777109674471188,-1.09349630002455,-0.301852827755887,0.439115246346644,0.0735225793799021,-0.0104087152474816,-0.241432529767028,0.159893912567269,-0.334081777639742,0.00518136860250717,-0.702119950487246,0.165623650166356,-0.623882251234874,-0.190289600981927,0.826379677913877,-0.0818842407588712,-0.57214200830827,0.0638161456382515,-0.319027130273286,1.21051606238876e-13
"Protein.synthesis.4",47.0386231520067,10.3926754366477,-46.4053315478299,-0.555498765695123,-6.66421308112371,-9.24396808836345,14.8961368407643,-8.70071322352475,-17.2017459981801,2.0161699240004,7.0115922985617,-1.91431651406586,4.97772262801322,4.58198906227908,6.46047214915111,-8.60965740002657,5.0169823298889,-6.54210682149008,-2.98219794019449,-1.81864159280282,-4.59619524667678,2.29245655358296,0.365663150818097,-0.321979336822993,0.699525699732512,3.43783580000162,-0.835997649855396,2.03613040174376,-0.937110341613831,0.471235360863867,-1.75245467260201,0.530441099920431,-0.564208226667494,4.59730145212917,1.2684756687288,-5.12045282920916,0.712477016456308,1.71306419206755,2.24640977244113,-1.36834368357071,1.95173333270184,-6.40349481996937,2.00757676789329,2.43716932216479,3.7372663627377,1.84894298521738,4.42194244801505,-1.34127437328709,0.919422112757215,-2.2606407587339,-2.65956378757944,0.209765829791989,7.26309129464542,0.150333700413184,0.874218926087512,-1.06535286489817,1.96956166653717e-15
"Protein.synthesis.5",59.7810205334803,4.47628463180681,-14.3445612821487,13.3926593024764,3.56114138506261,12.4018877442216,-5.88986629226507,3.88512456313704,3.9044948150597,4.49571752217285,-6.38229928486696,1.34792505450522,-7.26138949666727,-17.1186183470407,6.8732107345938,-1.29140805204406,6.02686886585262,-4.3982679430831,-2.94714139781296,1.73025876980412,-2.40806262593924,-0.439965215582626,-4.20552042158048,0.486646499510646,6.32890498094599,3.67447137966206,1.40370256956436,2.26201461544657,0.917525659792354,0.562009684514211,-4.60721117187429,-3.12266263347682,-2.29209129534602,5.22328466776537,-1.42181998821638,2.28261667976598,1.30758387162002,-1.50692445797599,1.14585839314788,1.62748322537409,-3.1480444206492,0.0238025235130533,2.52615678973863,5.64857629336763,-6.02599918175414,1.53904606560345,-1.52130765043116,2.13084029907523,-1.90386033795653,3.5278034964837,-4.39996642579708,-1.33631355651548,-3.78115366170898,2.03363663003251,0.0480021986439208,1.63993727194891,-2.0230128336407e-14
"DNA.replication.inhibitor.5",-2.39542227036027,-30.7012017895442,36.488594686879,3.43239318396375,-2.54394867956145,-5.99654003175922,4.24574319197229,1.25877522624012,-10.4025945680685,14.1500298036493,6.87134413847467,4.61830486450252,-1.82799385449019,-3.03701953111615,1.99982252402994,3.43156746574502,5.320110587823,4.70486280877282,-1.8008089239898,-4.11143588795491,-4.45267284924138,1.71837377478076,2.54935964043,-3.30754233279752,-0.415067492884719,2.58012585732598,-4.51388905759555,-1.67450811743033,5.04930451603323,2.65328639813294,1.17295302140089,1.76691533280365,3.33467195073288,-0.0569443983922902,4.77035646027617,-0.153114532792978,-3.38950333855778,-9.97521969813733,-2.18049101045735,1.83661376369675,2.61107409940839,1.19276246483288,-1.45174333440177,2.34730760925422,4.18481872099633,1.87984469848694,-2.28936941459427,3.67743686561054,-1.7068412647616,5.50721397873562,-0.611449718744237,3.71804720467562,0.451757526201554,-2.73482574587371,1.97007475099393,-1.4974128312355,1.80094654467222e-14
"cell.wall.synthesis.inhibitor.6",-16.6287865908374,-19.0076502457701,-3.21393956399253,1.6037936151468,-3.75957588616494,11.7059698185535,8.50170980251346,8.91115264596549,-5.55426233754559,0.153249444560117,3.08261426815233,3.84905507081031,-0.046165645867065,-2.85222376012993,-4.73512052210044,-0.218087768877143,-5.12410930664467,-2.37524294607418,-1.62836984836817,-1.49393154030616,2.62394962218243,-1.40968831806448,0.726059407203013,4.00760513092738,1.47249074189159,6.1113350730631,-0.414054472600317,-1.41300826513829,0.767544837198265,-0.0456439720853949,6.39706911978316,0.286207456900877,1.42795557479524,2.12749394893159,-7.63998628791797,-2.2994959143269,2.39173275185243,-3.09588071089419,-0.350360302549044,1.08615779833511,0.710246212653725,-1.73325831768211,-2.13360408037719,6.65081057653097,-2.482031876901,-1.2202780072136,-0.17281742300552,1.01699142478819,3.88423859743639,-2.63580761355119,8.04762597074746,6.20706727429499,0.601182343822114,5.25216739068284,-0.989417901903342,0.909701881005447,3.06157822618086e-14
"Membrane.perturbation.2",-46.5516129821162,4.63295255303542,-15.2583135651599,-0.0155289184236025,17.0196196034273,-2.40755303397228,-8.80953487515601,7.20104648181328,-1.71580127738928,20.4946793775274,-0.191284097537025,-3.84716881143857,8.61815732009553,-2.67068980264825,-4.08005831754206,-2.47810649584458,6.068850000489,0.250143198215333,4.78364677563815,-1.78782686103759,-2.58361957950389,-3.96776273433443,-2.34459839857784,4.52101802117772,-2.02039000769242,-7.60357617401182,2.18035767298522,1.12891151801603,-4.78050233446979,0.911612774150152,-1.31693785479124,-4.92670456643694,0.141318516812596,-7.22494689109422,-2.14444736100156,-1.80427726447912,-2.40900880200679,-2.07194794681466,3.58802852698472,-8.47634733211748,-2.68545983746532,-1.23536200813782,-0.00393047008473289,2.96792283801309,0.390474606578693,2.12743261423313,-2.76648083865293,3.41528446167108,-2.04274466804335,-0.394272614124504,0.618518549816862,0.293814238697107,2.48978242580669,1.56715588982114,-0.69829913814177,0.427685235016692,2.29202507667781e-14
"cell.wall.synthesis.inhibitor.7",-15.680967503391,-21.0129786261,-2.36402947546988,1.950541090761,-4.54228102185962,11.3810635848729,9.41180300174488,10.0870283855923,-5.80203563265132,-0.471540530897916,3.15902960905401,4.68283641408961,-0.365293080233853,-4.81028859096332,-4.92701828197762,-1.66058144098553,-4.14525010138318,-1.75532151689145,0.267227468209654,-0.444748217106968,3.4718188103826,-0.589775673433594,1.13312327160658,5.77208359957458,1.24970898075724,4.00850532226451,3.24620551174971,0.275085758236538,3.87252180097779,-1.58753828308247,3.14420938389854,3.88694844994738,1.76978448531841,-0.116435903601547,-0.979597698319595,2.41799114688352,3.10068310664275,2.06539483368943,-0.60209556400171,-4.0092774900125,5.97319447186117,-1.1650631388155,-2.90380316014934,-3.19548535884188,4.05019295189205,-2.24964684155485,-1.45616362438016,3.35247157218608,-10.0358512206229,-1.93203921292042,-6.18689035005557,-3.48957354855682,-0.602539679346123,2.86999763834168,-1.07483805359727,-0.448052012002514,3.16828540399688e-14
"Membrane.perturbation.3",-32.9670245231909,-11.9947281839095,-6.33509756557469,0.264260070794414,15.7878453681048,5.19358981922523,-1.1263960411695,8.53049966199132,-0.129781310271801,14.5824652517724,8.17423824429461,2.73055782830939,3.00433718845862,-2.44025318616669,-0.376753322414731,-3.48534515581612,-3.29256690119301,-0.879034702924972,3.18257793891666,-5.41116843985681,-3.07073053377534,3.08172286458489,-1.48234235347615,3.25571758804731,3.55131649995632,-3.14485540940403,-7.95617933853309,-9.00820140764072,1.27818226973814,-2.85705449445302,-3.55893839722257,-4.79063260594166,-3.11410457171479,-0.130610994898981,-2.6564420015953,0.542603172470855,3.40301186723555,1.0013549511553,1.21650090158606,5.99799046146355,4.21974340274657,1.40364760666013,-3.5088595928912,-0.221457400235194,0.0260145314972836,-2.21242152290657,2.58401724806279,-7.12612338312267,0.244661800027316,-0.343828062348249,-1.05985197135432,-2.47525176985,-0.539761837340681,-3.22804436921629,0.496343955075901,2.12040210877807,3.71320812639353e-14
"cell.wall.synthesis.inhibitor.8",-29.8991275254295,-10.9080461228757,-8.85907022035521,-3.40058280917977,18.6684747368427,1.0003723193063,3.18280036555212,5.36355426642258,-0.719279119213652,-1.49714824316162,8.38092726136542,8.05080372008367,-3.67401408916206,-3.68523875201862,3.33856844174996,-2.69172891747802,-6.47447459402129,0.843798645822432,1.42450391715597,1.80136336358958,-0.868320383255367,-6.92695193900753,5.86545243315828,4.35544782833901,-3.27869436187531,-0.878982271109598,5.70994047493645,-1.11670523982637,2.7233887606945,-0.932767274005666,-1.23830740238227,-2.44256439589119,6.57826537864969,6.69469192144639,0.683501734176186,-1.33000248344855,-2.30846293428485,0.153997026311328,-4.94513570659637,0.361793476692282,-9.89037451807501,4.1811918454755,1.50932140959178,1.41663465387746,4.73348191725427,0.513857542472394,0.940993798159233,-1.36792987897941,2.58461176464267,-3.38045625309914,-2.59087653691946,-1.14048212697599,-0.483351552840744,-2.32917696251796,0.788739041555994,-0.400350819354555,-1.04472501613259e-14
"new.hit.1",-32.6453637540749,-10.263709534471,-12.5046564892489,4.9884874441274,-10.2799740466338,11.0181386653842,4.45957694894042,5.65758230086904,-6.32779606746446,4.49009447425693,-17.213685129364,-1.7487434456609,-2.69071508994183,10.6974722485387,9.77180652980434,3.86773280588666,0.719520216557298,2.00471392216277,-2.59842798591452,4.12407842782782,-1.57796924318306,-5.51169437606452,3.27774271371141,2.12235010795327,-3.4177133712984,1.92645976980204,-2.77669397116361,-2.9773620738193,4.28294348295908,3.04397143419853,1.90415821822463,-2.64979388856343,-1.60205562884083,-4.78365399627132,8.41883096895864,1.88325273988045,2.18989437612955,4.02130636333841,2.47941188609994,1.42376499861262,-1.66433090689764,0.42707847241268,4.15330956756986,5.69584932735128,0.673475833382529,-6.48512547166008,0.375017106637995,-1.27381398452623,-2.44412797096284,0.0678851319345752,2.15740286710544,-1.09433321448069,0.6380348206368,1.05059656173282,-0.851341149882134,0.407645764962191,8.0176831970466e-14
"DNA.replication.inhibitor.6",-9.10554637948793,-28.6509327055589,15.712773326471,1.37749507139141,-4.1585325955015,-2.69074874333437,9.15062478261834,7.12061063902051,-8.01936551661852,4.76735788338489,1.90164138426416,4.31115723351597,-5.03537436279662,-3.91468594654581,-2.00126165419416,-4.45258409919409,2.05557877012149,0.576896369738685,10.459137407127,7.08939481080966,5.09625971943255,7.49894762936582,7.39364283254513,-0.884580480601005,2.02435545571852,1.01326188677247,3.70145025574781,-4.18527942815166,-5.25171585742647,-1.81203841170776,1.08421151440931,1.82630651412709,2.43120844462473,-1.10258652572845,1.20689359271387,-1.79704909261476,-2.25907261666183,3.65865035029594,2.18511402565821,2.09939326598357,-2.22023937307241,-0.755143590911641,1.2473215465842,-0.173039963608189,-3.59269381625475,2.70623673992367,4.76006155978228,-0.0245763700424788,-1.12362446755916,7.15858456661939,3.36986145683905,-4.06595198104495,1.2528089947242,1.11544947945043,-1.80460584306877,-2.71697900788307,4.5585361657316e-14
"cell.wall.synthesis.inhibitor.9",-35.1149172295092,-8.74911425614899,-11.7719851328509,-1.44681295294109,21.0150727572199,-2.18106997780111,1.19141680207975,4.78425432461091,0.161409181105497,-0.240934657343349,12.1194202478199,10.4563001512218,-0.322406056721195,-3.79771400624591,6.73022928165336,-4.11842950474177,-3.49332919265304,-0.869927936907977,0.505567693563804,0.929210207695893,0.410823532582772,-5.1300944236695,0.0699147627178209,-5.45506422883549,1.32521290888229,-8.85552657822582,-2.91944610983694,8.59384443628741,-0.226400230489702,-1.99955116441882,5.57993282314122,4.7489222304181,-1.73993955924317,1.18959733231255,4.317421154418,5.53928004764259,2.32285599974793,3.07132756718763,-0.74726035677361,-2.87168118231979,5.41882649913081,-2.31683256017724,1.96644923768745,2.11931697734192,-1.92119185171079,-0.657445439112797,3.2893584319908,2.36493613824277,3.39098318924251,1.93664487107688,1.5797686829902,0.397490805048925,-3.01851955811492,-1.11883169893267,0.678367938003832,0.576299587361044,2.16698404012505e-14
"DNA.replication.inhibitor.7",0.89742547106323,-28.9085372357353,31.6348191922222,0.845516108158282,1.11702569989608,-10.5959526973591,9.17417041994092,-2.32824560139945,-12.3094951778429,4.73481191573599,-9.32344973573456,13.4391963367086,2.66981504247551,-2.91628127570273,-4.30424703296211,-4.48028463493045,-2.76912271529867,-6.26412809124446,0.905419591557324,1.19535501900398,-1.67721385107376,0.146531389491455,7.91034848253648,-6.32645695640099,-4.63606415985726,-1.25154145446527,-3.24459795508434,3.22113757620375,-1.78586170622122,-1.17818165610083,-0.373005076952066,-2.42760388876752,-6.44495085821981,2.53753979391331,0.293140365823576,0.485654113094419,0.155930670020221,-2.63345835175219,3.45245052630873,1.58671253042802,-1.48368243452518,2.91354295141846,3.1290087124685,-5.06469931062116,-4.76423104879733,-0.0247347139863229,-4.70008261139615,-1.48451078177657,-2.56105346112606,-6.48823772556181,-0.819875327238591,1.97112969911731,0.497370358444678,2.11711142798225,1.05278678416395,-0.587676457001027,1.54190354061112e-14
